"BehaviorSpace results (NetLogo 6.0.4)"
"MAGENTA_ABM_combined.nlogo"
"MAGENTA_experiment_onefarmer"
"07/12/2019 16:20:55:285 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-7","7","-7","7"
"[run number]","bounded-rationality?","bonus-agg","bounded-threshold","base-p","persistence","bonus-wat","water-bonus","dist","change-lim","no-agents","[step]","budget","r:get ""ay.sum""","r:get ""hi""","r:get ""wq"""
"1504","false","0","uniform","0.1","random","0","as ES model","1","1","1","100","7.099999999999682","64.64722557271678","5.46","38.5"
"1505","false","0","uniform","0.1","random","0","as ES model","1","1","1","100","6.499999999999545","67.4340629912345","6.5","35.27"
"1506","false","0","uniform","0.1","random","0","as ES model","1","2","1","100","3.499999999999716","82.71812445841728","2.06","20.25"
"1507","false","0","uniform","0.1","random","0","as ES model","1","2","1","100","3.299999999999784","83.48015031504325","1.83","17.4"
"1508","false","0","uniform","0.1","random","0","as ES model","1","2","1","100","4.199999999999761","79.4087550239276","3","19.43"
"1509","false","0","uniform","0.1","random","0","as ES model","1","2","1","100","4.399999999999977","78.05888064933309","2.2","23.7"
"1510","false","0","uniform","0.1","random","0","as ES model","1","2","1","100","4.099999999999966","79.56116019525275","2.41","22.52"
"1511","false","0","uniform","0.1","random","0","as ES model","1","3","1","100","2.2000000000000455","88.92319214808556","1.47","11.64"
"1512","false","0","uniform","0.1","random","0","as ES model","1","3","1","100","2.400000000000034","87.94344461813796","1.33","12.71"
"1513","false","0","uniform","0.1","random","0","as ES model","1","3","1","100","2.3999999999998067","88.18293845879174","1.6","11.35"
"1514","false","0","uniform","0.1","random","0","as ES model","1","3","1","100","2.7000000000000455","86.57179807621131","1.29","14.83"
"1515","false","0","uniform","0.1","random","0","as ES model","1","3","1","100","2.2000000000001023","89.1844581560716","1.83","8.25"
"1516","false","0","uniform","0.1","random","0","as ES model","1","4","1","100","1.0999999999996817","94.49686698512089","1.22","5.07"
"1517","false","0","uniform","0.1","random","0","as ES model","1","4","1","100","1.300000000000125","93.69129679383062","1.08","7.27"
"1518","false","0","uniform","0.1","random","0","as ES model","1","4","1","100","2.0000000000001705","89.881167510701","1.67","11.48"
"1519","false","0","uniform","0.1","random","0","as ES model","1","4","1","100","1.1999999999999886","93.84370196515579","1.33","7.11"
"1520","false","0","uniform","0.1","random","0","as ES model","1","4","1","100","1.2000000000001023","94.10496797314183","1.09","6.79"
"1521","false","0","uniform","0.1","random","0","as ES model","1","5","1","100","0.5000000000002842","97.43610957496365","1.25","3.72"
"1522","false","0","uniform","0.1","random","0","as ES model","1","5","1","100","0.4999999999998863","97.47965390962808","1","2.47"
"1523","false","0","uniform","0.1","random","0","as ES model","1","5","1","100","0.6999999999995907","96.71762805300212","1","3.21"
"1524","false","0","uniform","0.1","random","0","as ES model","1","5","1","100","0.5999999999997954","97.02243839565246","1.2","4.66"
"1525","false","0","uniform","0.1","random","0","as ES model","1","5","1","100","0.7000000000000455","96.65231155100567","1.17","4.09"
"1526","false","0","uniform","0.1","random","0","as ES model","1","6","1","100","0.0999999999999659","99.48269330418756","1","0.41"
"1527","false","0","uniform","0.1","random","0","as ES model","1","6","1","100","0.5000000000002842","97.54497041162453","1.25","3.35"
"1528","false","0","uniform","0.1","random","0","as ES model","1","6","1","100","0.8999999999997499","95.43307018040417","1.12","5.05"
"1529","false","0","uniform","0.1","random","0","as ES model","1","6","1","100","0.49999999999994316","97.43610957496365","1","3.27"
"1530","false","0","uniform","0.1","random","0","as ES model","1","6","1","100","0.6000000000001364","96.97889406098815","1","2.26"
"1531","false","0","uniform","0.1","random","0","as ES model","1","7","1","100","0.30000000000001137","98.5464901089044","1","1.55"
"1532","false","0","uniform","0.1","random","0","as ES model","1","7","1","100","0.3999999999998636","97.95864159093574","1","2.11"
"1533","false","0","uniform","0.1","random","0","as ES model","1","7","1","100","0.10000000000013642","99.526237638852","1","0.27"
"1534","false","0","uniform","0.1","random","0","as ES model","1","7","1","100","0.299999999999784","98.50294577423998","1","0.98"
"1535","false","0","uniform","0.1","random","0","as ES model","1","7","1","100","0.10000000000007958","99.526237638852","1","0.41"
"1536","false","0","uniform","0.1","random","0","as ES model","1","8","1","100","0.20000000000010232","99.06902212487635","1","0.68"
"1537","false","0","uniform","0.1","random","0","as ES model","1","8","1","100","-5.6843418860808015E-14","100.00522532015965","0","0"
"1538","false","0","uniform","0.1","random","0","as ES model","1","8","1","100","0.19999999999970441","99.04724995754421","1","1.48"
"1539","false","0","uniform","0.1","random","0","as ES model","1","8","1","100","0.20000000000010232","99.0037056228799","1","1.1"
"1540","false","0","uniform","0.1","random","0","as ES model","1","8","1","100","0.19999999999998863","99.02547779021205","1","0.48"
"1541","false","0","uniform","0.1","random","0","as ES model","1","9","1","100","0.3000000000004661","98.52471794157212","1","2.01"
"1542","false","0","uniform","0.1","random","0","as ES model","1","9","1","100","1.1368683772161603E-13","100.00522532015965","0","0"
"1543","false","0","uniform","0.1","random","0","as ES model","1","9","1","100","-2.2737367544323206E-13","100.00522532015965","0","0"
"1544","false","0","uniform","0.1","random","0","as ES model","1","9","1","100","-5.6843418860808015E-14","100.00522532015965","0","0"
"1545","false","0","uniform","0.1","random","0","as ES model","1","9","1","100","1.7053025658242404E-13","100.00522532015965","0","0"
"1546","false","0","uniform","0.1","random","0","as ES model","1","10","1","100","1.1368683772161603E-13","100.00522532015965","0","0"
"1547","false","0","uniform","0.1","random","0","as ES model","1","10","1","100","5.6843418860808015E-14","100.00522532015965","0","0"
"1548","false","0","uniform","0.1","random","0","as ES model","1","10","1","100","0.09999999999979536","99.526237638852","1","0.27"
"1549","false","0","uniform","0.1","random","0","as ES model","1","10","1","100","0.09999999999968168","99.46092113685542","1","0.18"
"1550","false","0","uniform","0.1","random","0","as ES model","1","10","1","100","1.7053025658242404E-13","100.00522532015965","0","0"
"1551","false","0","uniform","0.1","random","0.05","as ES model","1","1","1","100","7.8511433873251235","68.6968486965003","3.15","35.93"
"1552","false","0","uniform","0.1","random","0.05","as ES model","1","1","1","100","9.381845903404326","61.44671697488796","5.92","38.95"
"1553","false","0","uniform","0.1","random","0.05","as ES model","1","1","1","100","7.63131525945596","69.15406421047592","3.65","33.15"
"1554","false","0","uniform","0.1","random","0.05","as ES model","1","1","1","100","7.869180674732263","68.28317751718907","3.76","34.03"
"1555","false","0","uniform","0.1","random","0.05","as ES model","1","1","1","100","8.577075387443756","65.43102359667489","4.93","38.84"
"1556","false","0","uniform","0.1","random","0.05","as ES model","1","2","1","100","4.213716598332155","82.71812445841728","1.52","16.53"
"1557","false","0","uniform","0.1","random","0.05","as ES model","1","2","1","100","4.418514246883035","81.52065525514794","2.64","16.64"
"1558","false","0","uniform","0.1","random","0.05","as ES model","1","2","1","100","5.316665711601672","78.14596931866181","2.44","21.23"
"1559","false","0","uniform","0.1","random","0.05","as ES model","1","2","1","100","5.369087554645091","78.21128582065826","2.32","22.45"
"1560","false","0","uniform","0.1","random","0.05","as ES model","1","2","1","100","4.497314670597802","81.82546559779841","1.54","18.47"
"1561","false","0","uniform","0.1","random","0.05","as ES model","1","3","1","100","3.5848585829041895","86.11458256223568","1.65","18.18"
"1562","false","0","uniform","0.1","random","0.05","as ES model","1","3","1","100","3.085363501429754","87.50800127149448","1.32","13.56"
"1563","false","0","uniform","0.1","random","0.05","as ES model","1","3","1","100","2.2331083687096793","90.27306652268005","1.58","7.72"
"1564","false","0","uniform","0.1","random","0.05","as ES model","1","3","1","100","2.575253408594733","89.59812933538281","1.31","11.01"
"1565","false","0","uniform","0.1","random","0.05","as ES model","1","3","1","100","2.1441746867387224","91.5140800606137","1.21","10.29"
"1566","false","0","uniform","0.1","random","0.05","as ES model","1","4","1","100","1.762432823411757","92.88572660254034","1.17","8.39"
"1567","false","0","uniform","0.1","random","0.05","as ES model","1","4","1","100","2.137236548487465","91.49230789328155","1.06","10.13"
"1568","false","0","uniform","0.1","random","0.05","as ES model","1","4","1","100","2.280913174370596","91.01332021197376","1.38","11.14"
"1569","false","0","uniform","0.1","random","0.05","as ES model","1","4","1","100","2.373259993152317","90.01180051469402","2.5","8.65"
"1570","false","0","uniform","0.1","random","0.05","as ES model","1","4","1","100","1.574002009419985","93.6042081245019","1.3","6.35"
"1571","false","0","uniform","0.1","random","0.05","as ES model","1","5","1","100","1.1684522740424654","95.58547535172936","1","6.22"
"1572","false","0","uniform","0.1","random","0.05","as ES model","1","5","1","100","1.0706266295341038","95.38952584573975","1.12","3.95"
"1573","false","0","uniform","0.1","random","0.05","as ES model","1","5","1","100","0.8430243636506134","96.49990637968048","1.75","3.31"
"1574","false","0","uniform","0.1","random","0.05","as ES model","1","5","1","100","1.117698139145375","95.54193101706493","1.12","5.04"
"1575","false","0","uniform","0.1","random","0.05","as ES model","1","5","1","100","0.8221258035754886","96.45636204501608","1","2.83"
"1576","false","0","uniform","0.1","random","0.05","as ES model","1","6","1","100","0.6242133484764167","97.47965390962808","1.25","2.88"
"1577","false","0","uniform","0.1","random","0.05","as ES model","1","6","1","100","1.3625467001008928","94.64927215644606","1.22","6.08"
"1578","false","0","uniform","0.1","random","0.05","as ES model","1","6","1","100","0.5307106781183961","98.04573026026446","1","3.03"
"1579","false","0","uniform","0.1","random","0.05","as ES model","1","6","1","100","0.8182541816311186","96.54345071434479","1.4","2.74"
"1580","false","0","uniform","0.1","random","0.05","as ES model","1","6","1","100","0.2188388347651653","99.02547779021205","1","0.44"
"1581","false","0","uniform","0.1","random","0.05","as ES model","1","7","1","100","0.5035601943147299","98.08927459492877","1","2.4"
"1582","false","0","uniform","0.1","random","0.05","as ES model","1","7","1","100","0.1223606797748289","99.46092113685542","1","0.52"
"1583","false","0","uniform","0.1","random","0.05","as ES model","1","7","1","100","0.4538412927112745","98.04573026026446","1","1.25"
"1584","false","0","uniform","0.1","random","0.05","as ES model","1","7","1","100","0.40928476690896787","98.41585710491138","1","2.53"
"1585","false","0","uniform","0.1","random","0.05","as ES model","1","7","1","100","0.49749190922983644","97.9368694236036","1.33","2.26"
"1586","false","0","uniform","0.1","random","0.05","as ES model","1","8","1","100","0.12500000000028422","99.50446547151984","1","0.58"
"1587","false","0","uniform","0.1","random","0.05","as ES model","1","8","1","100","0.5896996752559289","97.56674257895668","1","2.08"
"1588","false","0","uniform","0.1","random","0.05","as ES model","1","8","1","100","0.2390273464419579","98.98193345554776","1","0.9"
"1589","false","0","uniform","0.1","random","0.05","as ES model","1","8","1","100","0.348152271814854","98.56826227623655","1","1.12"
"1590","false","0","uniform","0.1","random","0.05","as ES model","1","8","1","100","0.13535533905911734","99.50446547151984","1","0.82"
"1591","false","0","uniform","0.1","random","0.05","as ES model","1","9","1","100","0.22412022659159447","98.91661695355118","1","0.56"
"1592","false","0","uniform","0.1","random","0.05","as ES model","1","9","1","100","0.14999999999997726","99.48269330418756","1","1.16"
"1593","false","0","uniform","0.1","random","0.05","as ES model","1","9","1","100","0.2707106781187463","98.98193345554776","1","1.64"
"1594","false","0","uniform","0.1","random","0.05","as ES model","1","9","1","100","0.2999999999998977","99.04724995754421","1","2.32"
"1595","false","0","uniform","0.1","random","0.05","as ES model","1","9","1","100","3.979039320256561E-13","100.00522532015965","0","0"
"1596","false","0","uniform","0.1","random","0.05","as ES model","1","10","1","100","0.1499999999997499","99.526237638852","1","1.16"
"1597","false","0","uniform","0.1","random","0.05","as ES model","1","10","1","100","5.6843418860808015E-14","100.00522532015965","0","0"
"1598","false","0","uniform","0.1","random","0.05","as ES model","1","10","1","100","0.12236067977516996","99.48269330418756","1","0.52"
"1599","false","0","uniform","0.1","random","0.05","as ES model","1","10","1","100","1.1368683772161603E-13","100.00522532015965","0","0"
"1600","false","0","uniform","0.1","random","0.05","as ES model","1","10","1","100","0.25771601883434414","98.9601612882156","1","1.34"
"1601","false","0","uniform","0.1","random","0.1","as ES model","1","1","1","100","10.09188172657798","65.60520093533222","4.31","36.96"
"1602","false","0","uniform","0.1","random","0.1","as ES model","1","1","1","100","9.815309142458545","67.10748048125201","4.4","37.24"
"1603","false","0","uniform","0.1","random","0.1","as ES model","1","1","1","100","11.006246659910573","61.44671697488796","4.53","38.29"
"1604","false","0","uniform","0.1","random","0.1","as ES model","1","1","1","100","9.087716036380812","68.8710260351576","3.88","33.44"
"1605","false","0","uniform","0.1","random","0.1","as ES model","1","1","1","100","8.079246887894897","72.28925630630827","2.8","28.71"
"1606","false","0","uniform","0.1","random","0.1","as ES model","1","2","1","100","5.702842661556474","79.97483137456398","2","19.72"
"1607","false","0","uniform","0.1","random","0.1","as ES model","1","2","1","100","5.2485368784865045","81.82546559779841","2.25","19.09"
"1608","false","0","uniform","0.1","random","0.1","as ES model","1","2","1","100","5.805351871101607","79.71356536657794","2.56","19.75"
"1609","false","0","uniform","0.1","random","0.1","as ES model","1","2","1","100","6.060100265265646","79.67002103191363","2.41","22.7"
"1610","false","0","uniform","0.1","random","0.1","as ES model","1","2","1","100","5.015084264366294","82.65280795642083","1.75","17.55"
"1611","false","0","uniform","0.1","random","0.1","as ES model","1","3","1","100","2.723655109070023","90.40369952667308","1.19","9.54"
"1612","false","0","uniform","0.1","random","0.1","as ES model","1","3","1","100","4.077835785174329","85.15660719962024","1.81","13.64"
"1613","false","0","uniform","0.1","random","0.1","as ES model","1","3","1","100","3.435125396181661","88.20471062612401","1.41","11.99"
"1614","false","0","uniform","0.1","random","0.1","as ES model","1","3","1","100","3.0036182734500017","89.55458500071839","1.31","10.46"
"1615","false","0","uniform","0.1","random","0.1","as ES model","1","3","1","100","3.6095322689191107","87.70395077748407","1.39","12.85"
"1616","false","0","uniform","0.1","random","0.1","as ES model","1","4","1","100","1.3176147209613305","95.06294333575727","1.43","3.68"
"1617","false","0","uniform","0.1","random","0.1","as ES model","1","4","1","100","1.4206431554196115","95.04117116842512","1.25","4.87"
"1618","false","0","uniform","0.1","random","0.1","as ES model","1","4","1","100","1.4339098898071256","94.40977831579217","1","3.87"
"1619","false","0","uniform","0.1","random","0.1","as ES model","1","4","1","100","1.7867141641916646","93.86547413248793","1.33","6.79"
"1620","false","0","uniform","0.1","random","0.1","as ES model","1","4","1","100","1.7886795347575344","93.49534728784103","1.18","5.66"
"1621","false","0","uniform","0.1","random","0.1","as ES model","1","5","1","100","1.4182747501432686","95.58547535172936","1.29","6"
"1622","false","0","uniform","0.1","random","0.1","as ES model","1","5","1","100","1.3903708558964922","95.12825983775372","1.11","4.52"
"1623","false","0","uniform","0.1","random","0.1","as ES model","1","5","1","100","1.3296378769623516","96.064463033037","1.14","6.13"
"1624","false","0","uniform","0.1","random","0.1","as ES model","1","5","1","100","1.913453193750513","93.62598029183404","1.18","7.1"
"1625","false","0","uniform","0.1","random","0.1","as ES model","1","5","1","100","1.0459565337079084","96.63053938367338","1.17","4.01"
"1626","false","0","uniform","0.1","random","0.1","as ES model","1","6","1","100","0.980089603964359","96.47813421234822","1.17","3.24"
"1627","false","0","uniform","0.1","random","0.1","as ES model","1","6","1","100","0.12236067977539733","99.48269330418756","1","0.26"
"1628","false","0","uniform","0.1","random","0.1","as ES model","1","6","1","100","0.8561427157874846","96.82648888966298","1.2","2.97"
"1629","false","0","uniform","0.1","random","0.1","as ES model","1","6","1","100","1.152469635054274","95.47661451506848","1","2.92"
"1630","false","0","uniform","0.1","random","0.1","as ES model","1","6","1","100","1.2834100319426511","96.02091869837271","1.33","5.6"
"1631","false","0","uniform","0.1","random","0.1","as ES model","1","7","1","100","0.6466142422785879","97.98041375826789","1.33","2.86"
"1632","false","0","uniform","0.1","random","0.1","as ES model","1","7","1","100","0.5200000000000387","98.5900344435687","1.5","2.55"
"1633","false","0","uniform","0.1","random","0.1","as ES model","1","7","1","100","0.20000000000004547","99.48269330418756","1","1.16"
"1634","false","0","uniform","0.1","random","0.1","as ES model","1","7","1","100","0.38829158558974086","98.56826227623655","1","1.02"
"1635","false","0","uniform","0.1","random","0.1","as ES model","1","7","1","100","0.25303300858865896","98.9601612882156","1","0.61"
"1636","false","0","uniform","0.1","random","0.1","as ES model","1","8","1","100","0.26472135954981013","99.02547779021205","1","0.75"
"1637","false","0","uniform","0.1","random","0.1","as ES model","1","8","1","100","0.13162277660165955","99.50446547151984","1","0.37"
"1638","false","0","uniform","0.1","random","0.1","as ES model","1","8","1","100","0.17071067811889407","99.50446547151984","1","0.82"
"1639","false","0","uniform","0.1","random","0.1","as ES model","1","8","1","100","0.1185695338175492","99.50446547151984","1","0.22"
"1640","false","0","uniform","0.1","random","0.1","as ES model","1","8","1","100","0.1707106781186667","99.46092113685542","1","0.82"
"1641","false","0","uniform","0.1","random","0.1","as ES model","1","9","1","100","-1.7053025658242404E-13","100.00522532015965","0","0"
"1642","false","0","uniform","0.1","random","0.1","as ES model","1","9","1","100","0.24267766952982583","99.0037056228799","1","0.49"
"1643","false","0","uniform","0.1","random","0.1","as ES model","1","9","1","100","0.26329089336780953","99.04724995754421","1","0.73"
"1644","false","0","uniform","0.1","random","0.1","as ES model","1","9","1","100","0.12500000000017053","99.50446547151984","1","0.29"
"1645","false","0","uniform","0.1","random","0.1","as ES model","1","9","1","100","0.14472135954963505","99.48269330418756","1","0.52"
"1646","false","0","uniform","0.1","random","0.1","as ES model","1","10","1","100","1.1368683772161603E-13","100.00522532015965","0","0"
"1647","false","0","uniform","0.1","random","0.1","as ES model","1","10","1","100","0.12000000000023192","99.46092113685542","1","0.23"
"1648","false","0","uniform","0.1","random","0.1","as ES model","1","10","1","100","-1.1368683772161603E-13","100.00522532015965","0","0"
"1649","false","0","uniform","0.1","random","0.1","as ES model","1","10","1","100","0.12357022603964651","99.54800980618414","1","0.27"
"1650","false","0","uniform","0.1","random","0.1","as ES model","1","10","1","100","-1.7053025658242404E-13","100.00522532015965","0","0"
"1651","false","0","uniform","0.1","random","0.15","as ES model","1","1","1","100","14.025658198525889","61.403172640223666","7","48.84"
"1652","false","0","uniform","0.1","random","0.15","as ES model","1","1","1","100","13.18856803153335","63.05785735746851","5.69","44.69"
"1653","false","0","uniform","0.1","random","0.15","as ES model","1","1","1","100","13.144339694711334","63.16671819412938","4.93","44.35"
"1654","false","0","uniform","0.1","random","0.15","as ES model","1","1","1","100","12.528496037765422","65.23507409068543","5.75","43.45"
"1655","false","0","uniform","0.1","random","0.15","as ES model","1","1","1","100","13.172251450780436","63.05785735746851","6.17","44.56"
"1656","false","0","uniform","0.1","random","0.15","as ES model","1","2","1","100","11.332913826445633","70.2209004097521","3.53","41.17"
"1657","false","0","uniform","0.1","random","0.15","as ES model","1","2","1","100","11.017375703255198","71.00469843371023","2.9","40.28"
"1658","false","0","uniform","0.1","random","0.15","as ES model","1","2","1","100","10.739193049484811","72.48520581229776","3.44","40.45"
"1659","false","0","uniform","0.1","random","0.15","as ES model","1","2","1","100","10.92815789948071","72.41988931030131","3.73","41.14"
"1660","false","0","uniform","0.1","random","0.15","as ES model","1","2","1","100","11.19899346104711","71.41836961302144","3.56","42.45"
"1661","false","0","uniform","0.1","random","0.15","as ES model","1","3","1","100","9.281439261111416","78.10242498399738","4","37.69"
"1662","false","0","uniform","0.1","random","0.15","as ES model","1","3","1","100","7.618215621352022","81.99964293645571","2.57","31.02"
"1663","false","0","uniform","0.1","random","0.15","as ES model","1","3","1","100","9.566127232033125","76.68723410740643","4.7","37.57"
"1664","false","0","uniform","0.1","random","0.15","as ES model","1","3","1","100","8.696477826173975","79.99660354189612","3.64","36.26"
"1665","false","0","uniform","0.1","random","0.15","as ES model","1","3","1","100","10.134392253406702","75.09786589215804","3.33","39.64"
"1666","false","0","uniform","0.1","random","0.15","as ES model","1","4","1","100","8.451474541908738","80.60622422719692","2.6","35.14"
"1667","false","0","uniform","0.1","random","0.15","as ES model","1","4","1","100","9.168797285902372","78.62495699996947","2.87","37.59"
"1668","false","0","uniform","0.1","random","0.15","as ES model","1","4","1","100","8.656636177121868","79.75710970124223","3.73","35.18"
"1669","false","0","uniform","0.1","random","0.15","as ES model","1","4","1","100","8.002932527346388","81.28116141449418","2.71","32.45"
"1670","false","0","uniform","0.1","random","0.15","as ES model","1","4","1","100","7.902710782225597","82.13027594044874","2.77","33.22"
"1671","false","0","uniform","0.1","random","0.15","as ES model","1","5","1","100","7.495230095828106","84.13331533500835","5.33","33.16"
"1672","false","0","uniform","0.1","random","0.15","as ES model","1","5","1","100","7.610670509977467","83.13179563772849","2.83","32.51"
"1673","false","0","uniform","0.1","random","0.15","as ES model","1","5","1","100","8.0347470822702","82.1520481077809","3","34.24"
"1674","false","0","uniform","0.1","random","0.15","as ES model","1","5","1","100","7.617681727352078","83.67609982103271","4.12","33.33"
"1675","false","0","uniform","0.1","random","0.15","as ES model","1","5","1","100","7.3562433735795025","84.15508750234049","3.56","32.09"
"1676","false","0","uniform","0.1","random","0.15","as ES model","1","6","1","100","7.335370670098428","84.612303016316","4.43","32.7"
"1677","false","0","uniform","0.1","random","0.15","as ES model","1","6","1","100","7.452393419855582","84.26394833900137","3.56","32.83"
"1678","false","0","uniform","0.1","random","0.15","as ES model","1","6","1","100","7.134228183333562","85.20015153428454","4.29","31.92"
"1679","false","0","uniform","0.1","random","0.15","as ES model","1","6","1","100","7.541506981631983","83.58901115170411","3.3","32.75"
"1680","false","0","uniform","0.1","random","0.15","as ES model","1","6","1","100","6.930724787771567","85.65736704826017","4.14","31.12"
"1681","false","0","uniform","0.1","random","0.15","as ES model","1","7","1","100","7.040230095827894","85.67913921559231","5.8","31.96"
"1682","false","0","uniform","0.1","random","0.15","as ES model","1","7","1","100","7.053734549072658","85.63559488092802","4.83","32.07"
"1683","false","0","uniform","0.1","random","0.15","as ES model","1","7","1","100","6.8424463609334225","86.07103822757138","4.67","31.21"
"1684","false","0","uniform","0.1","random","0.15","as ES model","1","7","1","100","7.006790804949503","85.67913921559231","4.83","31.71"
"1685","false","0","uniform","0.1","random","0.15","as ES model","1","7","1","100","6.9696070368404435","85.61382271359588","4.14","31.42"
"1686","false","0","uniform","0.1","random","0.15","as ES model","1","8","1","100","6.706066017177989","86.63711457820776","5.4","30.93"
"1687","false","0","uniform","0.1","random","0.15","as ES model","1","8","1","100","7.1028166766259915","85.24369586894896","3.75","31.68"
"1688","false","0","uniform","0.1","random","0.15","as ES model","1","8","1","100","6.706066017178102","86.63711457820776","5.4","30.93"
"1689","false","0","uniform","0.1","random","0.15","as ES model","1","8","1","100","6.706066017178102","86.63711457820776","5.4","30.93"
"1690","false","0","uniform","0.1","random","0.15","as ES model","1","8","1","100","6.706066017178102","86.63711457820776","5.4","30.93"
"1691","false","0","uniform","0.1","random","0.15","as ES model","1","9","1","100","6.706066017177932","86.63711457820776","5.4","30.93"
"1692","false","0","uniform","0.1","random","0.15","as ES model","1","9","1","100","6.836066017177529","86.09281039490352","4.67","31.16"
"1693","false","0","uniform","0.1","random","0.15","as ES model","1","9","1","100","7.179632034355734","85.1348350322881","4.29","32.27"
"1694","false","0","uniform","0.1","random","0.15","as ES model","1","9","1","100","6.500000000000227","87.05078575751897","5.2","30.11"
"1695","false","0","uniform","0.1","random","0.15","as ES model","1","9","1","100","6.706066017177875","86.63711457820776","5.4","30.93"
"1696","false","0","uniform","0.1","random","0.15","as ES model","1","10","1","100","7.010648056502816","85.61382271359588","4.83","31.74"
"1697","false","0","uniform","0.1","random","0.15","as ES model","1","10","1","100","6.706066017177932","86.63711457820776","5.4","30.93"
"1698","false","0","uniform","0.1","random","0.15","as ES model","1","10","1","100","6.912132034356091","86.09281039490352","5.6","31.75"
"1699","false","0","uniform","0.1","random","0.15","as ES model","1","10","1","100","6.706066017178273","86.63711457820776","5.4","30.93"
"1700","false","0","uniform","0.1","random","0.15","as ES model","1","10","1","100","6.706066017177989","86.63711457820776","5.4","30.93"
"1701","false","0","uniform","0.1","random","0.2","as ES model","1","1","1","100","16.20420588299652","61.49026130955227","6.42","49.24"
"1702","false","0","uniform","0.1","random","0.2","as ES model","1","1","1","100","18.144177655125304","57.440638185768755","12.14","55.84"
"1703","false","0","uniform","0.1","random","0.2","as ES model","1","1","1","100","16.949157554287353","59.72671575564655","8.1","51.24"
"1704","false","0","uniform","0.1","random","0.2","as ES model","1","1","1","100","17.244865351623616","59.03000640101715","8.2","52.37"
"1705","false","0","uniform","0.1","random","0.2","as ES model","1","1","1","100","18.512490760607363","57.17937217778284","7.82","57.4"
"1706","false","0","uniform","0.1","random","0.2","as ES model","1","2","1","100","15.37820986255798","66.45431546128691","6.09","50.25"
"1707","false","0","uniform","0.1","random","0.2","as ES model","1","2","1","100","15.57878901368258","66.34545462462604","5.67","50.83"
"1708","false","0","uniform","0.1","random","0.2","as ES model","1","2","1","100","14.796649119208155","67.73887333388484","4.92","48.62"
"1709","false","0","uniform","0.1","random","0.2","as ES model","1","2","1","100","13.239707457784732","72.33280064097258","5.5","44.82"
"1710","false","0","uniform","0.1","random","0.2","as ES model","1","2","1","100","16.392429752309113","64.12469355674482","6","53.23"
"1711","false","0","uniform","0.1","random","0.2","as ES model","1","3","1","100","14.795915904972105","69.52419105512271","6.1","50.35"
"1712","false","0","uniform","0.1","random","0.2","as ES model","1","3","1","100","13.030433562746452","73.96571319088527","5.2","45.34"
"1713","false","0","uniform","0.1","random","0.2","as ES model","1","3","1","100","14.882189801722689","69.98140656909834","6","51.43"
"1714","false","0","uniform","0.1","random","0.2","as ES model","1","3","1","100","14.402918402747787","71.22242010703197","8.29","49.81"
"1715","false","0","uniform","0.1","random","0.2","as ES model","1","3","1","100","13.444277797299208","73.1165986649307","4.91","46.58"
"1716","false","0","uniform","0.1","random","0.2","as ES model","1","4","1","100","13.643054840178365","73.160142999595","7.71","47.73"
"1717","false","0","uniform","0.1","random","0.2","as ES model","1","4","1","100","12.697142805244027","76.05584125477348","6.86","45.73"
"1718","false","0","uniform","0.1","random","0.2","as ES model","1","4","1","100","12.158916646653665","77.1662217887141","5.75","43.77"
"1719","false","0","uniform","0.1","random","0.2","as ES model","1","4","1","100","13.471947242777674","73.63913068090278","5.3","47.32"
"1720","false","0","uniform","0.1","random","0.2","as ES model","1","4","1","100","13.521457349951731","72.81178832228025","5","46.45"
"1721","false","0","uniform","0.1","random","0.2","as ES model","1","5","1","100","13.082703851934298","75.66394224279442","8.17","47.38"
"1722","false","0","uniform","0.1","random","0.2","as ES model","1","5","1","100","13.339360571518682","75.03254939016159","10","48.29"
"1723","false","0","uniform","0.1","random","0.2","as ES model","1","5","1","100","12.760627038487655","75.57685357346583","7","45.52"
"1724","false","0","uniform","0.1","random","0.2","as ES model","1","5","1","100","13.515127826972275","73.61735851357052","4.42","47.57"
"1725","false","0","uniform","0.1","random","0.2","as ES model","1","5","1","100","13.61939138003305","74.27052353353561","8.67","48.75"
"1726","false","0","uniform","0.1","random","0.2","as ES model","1","6","1","100","12.091104938232832","77.5798929680253","11.25","43.96"
"1727","false","0","uniform","0.1","random","0.2","as ES model","1","6","1","100","12.366345596729047","77.71052597201832","15","45.55"
"1728","false","0","uniform","0.1","random","0.2","as ES model","1","6","1","100","12.77434873970185","76.05584125477348","9.6","46.17"
"1729","false","0","uniform","0.1","random","0.2","as ES model","1","6","1","100","12.420798710976214","77.536348633361","15","45.86"
"1730","false","0","uniform","0.1","random","0.2","as ES model","1","6","1","100","11.944196726926748","78.62495699996947","14.33","44.26"
"1731","false","0","uniform","0.1","random","0.2","as ES model","1","7","1","100","12.297209672066174","77.68875380468617","15","45.15"
"1732","false","0","uniform","0.1","random","0.2","as ES model","1","7","1","100","11.944196726926862","78.62495699996947","14.33","44.26"
"1733","false","0","uniform","0.1","random","0.2","as ES model","1","7","1","100","11.526498993947826","79.14748901594155","10.5","42.42"
"1734","false","0","uniform","0.1","random","0.2","as ES model","1","7","1","100","11.929936072308976","78.58141266530517","10.75","44.18"
